id,practice_test,type,domain,skill,topic,sub_topic,question_number,difficulty,figure_description,image,equation,svg,tabular_data,question_content,answer_explanation,correct_answer,choices
755,pt8,Math,"Geometry and
Trigonometry",Area and volume,"Geometry and
Trigonometry",Area and volume,74,Hard,"The image depicts a right circular cylinder with the label 'r' denoting the radius of the circular base, and the label 'h' denoting the height of the cylinder.",https://storage.googleapis.com/practice_test_files/practice_tests/pt8/all_pt_images/image47.png,,,,"The figure shown is a right circular cylinder with a radius of $r$ and height of $h$. A second right circular cylinder (not shown) has a volume that is $392$ times as large as the volume of the cylinder shown. Which of the following could represent the radius $R$, in terms of $r$, and the height $H$, in terms of $h$, of the second cylinder?","Choice C is correct. The volume of a right circular cylinder is equal to $\pi r^2 h$, where $a$ is the radius of a base of the cylinder and $b$ is the height of the cylinder. It's given that the second right circular cylinder has a radius of $R$ and a height of $H$. It follows that the volume of the second cylinder is equal to $\pi R^2 H$. Substituting $7r$ for $R$ and $8h$ for $H$ in the expression that represents the volume of the second cylinder yields $\pi(7r)^2(8h)$, which is equivalent to $392\pi r^2 h$, or $392\pi r^2 h$. This expression is equal to $392$ times the volume of the cylinder shown, $\pi r^2 h$. Therefore, $R = 7r$ and $H = 8h$ could represent the radius $R$, in terms of $r$, and the height $H$, in terms of $h$, of the second cylinder. Choice A is incorrect. Substituting $8r$ for $R$ and $7h$ for $H$ in the expression that represents the volume of the second cylinder yields $\pi(8r)^2(7h)$, which is equivalent to $448\pi r^2 h$, or $448\pi r^2 h$. This expression is equal to $448$, not $392$, times the volume of the cylinder shown. Choice B is incorrect. Substituting $8r$ for $R$ and $49h$ for $H$ in the expression that represents the volume of the second cylinder yields $\pi(8r)^2(49h)$, or $\pi(64r^2)(49h)$, which is equivalent to $\pi3,136r^2h$, or $3,136\pi r^2h$. This expression is equal to $3,136$, not $392$, times the volume of the cylinder shown.",C,"{'A': '$R = 8r$ and $H = 7h$', 'B': '$R = 8r$ and $H = 49h$', 'C': '$R = 7r$ and $H = 8h$', 'D': '$R = 49r$ and $H = 8h$'}"
756,pt8,Math,Algebra,Linear equations in one or two variables,Algebra,Linear equations in one or two variables,75,Easy,,,,,,"A machine makes large boxes or small boxes, one at a time, for a total of 700 minutes each day. It takes the machine 10 minutes to make a large box or 5 minutes to make a small box. Which equation represents the possible number of large boxes, $x$, and small boxes, $y$, the machine can make each day?","Choice B is correct. It's given that it takes the machine 10 minutes to make a large box. It's also given that $x$ represents the possible number of large boxes the machine can make each day. Multiplying 10 by $x$ gives $10x$, which represents the amount of time spent making large boxes. It's given that it takes the machine 5 minutes to make a small box. It's also given that $y$ represents the possible number of small boxes the machine can make each day. Multiplying 5 by $y$ gives $5y$, which represents the amount of time spent making small boxes. Combining the amount of time spent making $x$ large boxes and $y$ small boxes yields $10x + 5y$. It's given that the machine makes boxes for a total of 700 minutes each day. Therefore $10x + 5y = 700$ represents the possible number of large boxes, $x$, and small boxes, $y$, the machine can make each day.\n\nChoice A is incorrect and may result from associating the time of 10 minutes with small, rather than large, boxes.\n\nChoice C is incorrect and may result from conceptual errors.\n\nChoice D is incorrect and may result from conceptual errors.",B,"{'A': '$5x + 10y = 700$', 'B': '$10x + 5y = 700$', 'C': '$(x + y)(10 + 5) = 700$', 'D': '$(10 + x)(5 + y) = 700$'}"
757,pt8,Math,Algebra,Linear equations in one or two variables,Algebra,Linear equations in one or two variables,76,Medium,,,,,,"A moving truck can tow a trailer if the combined weight of the trailer and the boxes it contains is no more than $4,600$ pounds. What is the maximum number of boxes this truck can tow in a trailer with a weight of $500$ pounds if each box weighs $120$ pounds?","Correct Answer: A

Rationale

Choice A is correct. It's given that the truck can tow a trailer if the combined weight of the trailer and the boxes it contains is no more than $4,600$ pounds. If the trailer has a weight of $500$ pounds and each box weighs $120$ pounds, the expression $500 + 120b$, where $b$ is the number of boxes, gives the combined weight of the trailer and the boxes. Since the combined weight must be no more than $4,600$ pounds, the possible numbers of boxes the truck can tow are given by the inequality $500 + 120b \leq 4,600$. Subtracting $500$ from both sides of this inequality yields $120b \leq 4,100$. Dividing both sides of this inequality by $120$ yields $b \leq \frac{4100}{120}$ or $b$ is less than or equal to approximately $34.17$. Since the number of boxes, $b$, must be a whole number, the maximum number of boxes the truck can tow is the greatest whole number less than $34.17$, which is $34$.

Choice B is incorrect. Towing the trailer and $35$ boxes would yield a combined weight of $4,700$ pounds, which is greater than $4,600$ pounds.

Choice C is incorrect. Towing the trailer and $38$ boxes would yield a combined weight of $5,060$ pounds, which is greater than $4,600$ pounds.

Choice D is incorrect. Towing the trailer and $39$ boxes would yield a combined weight of $5,180$ pounds, which is greater than $4,600$ pounds.

Question Difficulty: Medium",A,"{'A': '34', 'B': '35', 'C': '38', 'D': '39'}"
758,pt8,Math,Algebra,Linear equations in one variable,Algebra,Linear equations in one variable,77,Easy,,,,,,Which equation has the same solution as the given equation $4x + 6 = 18$?,"Correct Answer: C\n\nRationale: Choice C is correct. Subtracting 6 from both sides of the given equation yields $4x = 12$, which is the equation given in choice C. Since this equation is equivalent to the given equation, it has the same solution as the given equation.\n\nChoice A is incorrect and may result from conceptual or calculation errors.\n\nChoice B is incorrect and may result from conceptual or calculation errors.\n\nChoice D is incorrect and may result from conceptual or calculation errors.\n\nQuestion Difficulty: Easy",C,"{'A': '$4x = 108$', 'B': '$4x = 24$', 'C': '$4x = 12$', 'D': '$4x = 3$'}"
759,pt8,Math,Algebra,Linear equations in two variables,Algebra,Linear equations in two variables,78,Easy,,,,,,"Davio bought some potatoes and celery. The potatoes cost $0.69 per pound, and the celery cost $0.99 per pound. If Davio spent $5.34 in total and bought twice as many pounds of celery as pounds of potatoes, how many pounds of celery did Davio buy?","Choice D is correct. Let $p$ represent the number of pounds of potatoes and let $c$ represent the number of pounds of celery that Davio bought. It's given that potatoes cost $0.69 per pound and celery costs $0.99 per pound. If Davio spent $5.34 in total, then the equation $0.69p + 0.99c = 5.34$ represents this situation. It's also given that Davio bought twice as many pounds of celery as pounds of potatoes; therefore, $c = 2p$. Substituting $2p$ for $c$ in the equation $0.69p + 0.99c = 5.34$ yields $0.69p + 0.99(2p) = 5.34$, which is equivalent to $0.69p + 1.98p = 5.34$, or $2.67p = 5.34$. Dividing both sides of this equation by $2.67$ yields $p = 2$. Substituting $2$ for $p$ in the equation $c = 2p$ yields $c = 2 \times 2$, or $c = 4$. Therefore, Davio bought $4$ pounds of celery.",D,"{'A': '2', 'B': '2.5', 'C': '2.67', 'D': '4'}"
760,pt8,Math,Algebra,Linear equations in two variables,Algebra,Linear equations in two variables,79,Medium,,,$2.5b + 5r = 80$,,,"The given equation describes the relationship between the number of birds, $b$, and the number of reptiles, $r$, that can be cared for at a pet care business on a given day. If the business cares for 16 reptiles on a given day, how many birds can it care for on this day?","Choice A is correct. The number of birds can be found by calculating the value of $b$ when $r = 16$ in the given equation. Substituting $16$ for $r$ in the given equation yields $2.5b + 5(16) = 80$, or $2.5b + 80 = 80$. Subtracting $80$ from both sides of this equation yields $2.5b = 0$. Dividing both sides of this equation by $2.5$ yields $b = 0$. Therefore, if the business cares for $16$ reptiles on a given day, it can care for $0$ birds on this day.",A,"{'A': '0', 'B': '5', 'C': '40', 'D': '80'}"
761,pt8,Math,Algebra,Linear equations in one variable,Algebra,Linear equations in one variable,80,Hard,,,,,,"If $\frac{x+6}{3} = \frac{x+6}{13}$, the value of $x + 6$ is between which of the following pairs of values?","Choice B is correct. Multiplying both sides of the given equation by $313$ or $39$, yields $39 \times \frac{x+6}{3} = 39 \times \frac{x+6}{13}$, or $13x + 6 = 3x + 6$. Subtracting $3x + 6$ from both sides of this equation yields $10x + 6 = 0$. Dividing both sides of this equation by $10$ yields $x + 6 = 0$. Therefore, if $\frac{x+6}{3} = \frac{x+6}{13}$, then the value of $x + 6$ is $0$. It follows that of the given choices, the value of $x + 6$ is between $-2$ and $2$.\n\nChoice A is incorrect and may result from conceptual or calculation errors.\n\nChoice C is incorrect and may result from conceptual or calculation errors.\n\nChoice D is incorrect and may result from conceptual or calculation errors.",B,"{'A': '$-7$ and $-3$', 'B': '$-2$ and $2$', 'C': '$2$ and $7$', 'D': '$8$ and $13$'}"
762,pt8,Math,Algebra,Linear functions,Algebra,Linear functions,81,Medium,,,,,,"The given function $g(m) = -0.05m + 12.1$ models the number of gallons of gasoline that remains from a full gas tank in a car after driving $m$ miles. According to the model, about how many gallons of gasoline are used to drive each mile?","Choice A is correct. It's given that the function $g$ models the number of gallons of gasoline that remain from a full gas tank in a car after driving $m$ miles. In the given function $g(m) = -0.05m + 12.1$, the coefficient of $m$ is $-0.05$. This means that for every increase in the value of $m$ by 1, the value of $g(m)$ decreases by $0.05$. It follows that for each mile driven, there is a decrease of $0.05$ gallons of gasoline. Therefore, $0.05$ gallons of gasoline are used to drive each mile.\n\nChoice B is incorrect and represents the number of gallons of gasoline in a full gas tank.\n\nChoice C is incorrect and may result from conceptual errors.\n\nChoice D is incorrect and may result from conceptual errors.",A,"{'A': '0.05', 'B': '12.1', 'C': '20', 'D': '242.0'}"
763,pt8,Math,Algebra,Linear functions,Algebra,Linear functions,82,Medium,,,,,"{'rows': [{'h': '1', 'f(h)': '155'}, {'h': '3', 'f(h)': '285'}], 'headers': ['h', 'f(h)']}",There is a linear relationship between $h$ and $f(h)$. Which equation represents this relationship?,"Choice C is correct. It's given that there is a linear relationship between a plumber's hours of labor, $h$, and the plumber's total charge $f(h)$, in dollars. It follows that the relationship can be represented by an equation of the form $f(h) = mh + b$, where $m$ is the rate of change of the function $f$ and is a constant. The rate of change of $f$ can be calculated by dividing the difference in two values of $f(h)$ by the difference in the corresponding values of $h$. Based on the values given in the table, the rate of change of $f$ is $\frac{285 - 155}{3 - 1}$, or $65$. Substituting $65$ for $m$ in the equation $f(h) = mh + b$ yields $f(h) = 65h + b$. The value of $b$ can be found by substituting any value of $h$ and its corresponding value of $f$ for $h$ and $f(h)$, respectively, in this equation. Substituting $1$ for $h$ and $155$ for $f(h)$ yields $155 = 65 \cdot 1 + b$, or $155 = 65 + b$. Subtracting $65$ from both sides of this equation yields $90 = b$. Substituting $90$ for $b$ in the equation $f(h) = 65h + b$ yields $f(h) = 65h + 90$.",C,"{'A': '$f(h) = 25h + 130$', 'B': '$f(h) = 130h + 25$', 'C': '$f(h) = 65h + 90$', 'D': '$f(h) = 90h + 65$'}"
764,pt8,Math,Algebra,Linear equations in one or two variables,Algebra,Linear equations in one or two variables,83,Hard,,,,,,"Which point $(x, y)$ is a solution to the given system of inequalities in the $xy$-plane? $$y \leq x + 7$$ $$y \geq -2x - 1$$","Choice D is correct. A point $x, y$ is a solution to a system of inequalities in the $xy$-plane if substituting the $x$-coordinate and the $y$-coordinate of the point for $x$ and $y$, respectively, in each inequality makes both of the inequalities true. Substituting the $x$-coordinate and the $y$-coordinate of choice D, 14 and 0, for $x$ and $y$, respectively, in the first inequality in the given system, $y \leq x + 7$, yields $0 \leq 14 + 7$, or $0 \leq 21$, which is true. Substituting 14 for $x$ and 0 for $y$ in the second inequality in the given system, $y \geq -2x - 1$, yields $0 \geq -2 \cdot 14 - 1$, or $0 \geq -29$, which is true. Therefore, the point (14, 0) is a solution to the given system of inequalities in the $xy$-plane.\n\nChoice A is incorrect. Substituting -14 for $x$ and 0 for $y$ in the inequality $y \leq x + 7$ yields $0 \leq -14 + 7$, or $0 \leq -7$, which is not true.\n\nChoice B is incorrect. Substituting 0 for $x$ and -14 for $y$ in the inequality $y \geq -2x - 1$ yields $-14 \geq -2 \cdot 0 - 1$, or $-14 \geq -1$, which is not true.\n\nChoice C is incorrect. Substituting 0 for $x$ and 14 for $y$ in the inequality $y \leq x + 7$ yields $14 \leq 0 + 7$, or 14 \leq 7$, which is not true.",D,"{'A': '$(-14, 0)$', 'B': '$(0, -14)$', 'C': '$(0, 14)$', 'D': '$(14, 0)$'}"
765,pt8,Math,Algebra,Linear equations in one or two variables,Algebra,Linear equations in one or two variables,84,Medium,,,$y < -4x + 4$,,,"Which point $(x, y)$ is a solution to the given inequality in the $xy$-plane?","Choice D is correct. For a point $x, y$ to be a solution to the given inequality in the $xy$-plane, the value of the point's $y$-coordinate must be less than the value of $-4x + 4$, where $x$ is the value of the $x$-coordinate of the point. This is true of the point $(-4, 0)$ because $0 < -4(-4) + 4$ or $0 < 20$. Therefore, the point $(-4, 0)$ is a solution to the given inequality.\n\nChoices A, B, and C are incorrect. None of these points are a solution to the given inequality because each point's $y$-coordinate is greater than the value of $-4x + 4$ for the point's $x$-coordinate.",A,"{'A': '$(-4, 0)$', 'B': '$(0, 5)$', 'C': '$(2, 1)$', 'D': '$(2, -1)$'}"
